16 1833.0057 0.17624688148498535
16 2923.5662 0.2688789367675781
16 1901.8615 0.22205495834350586
16 2282.501 0.24490141868591309
16 1956.3438 0.25698184967041016
16 2222.4202 0.3124122619628906
16 1648.1771 0.2768542766571045
16 1315.6608 0.0688629150390625
16 1788.1469 0.06316089630126953
16 1543.9279 0.06770467758178711
16 917.2959 0.054291486740112305
16 681.5726 0.05993914604187012
16 374.95435 0.06424140930175781
16 233.57025 0.06117701530456543
16 926.96783 0.056870460510253906
16 768.8445 0.06464648246765137
16 605.8841 0.05974912643432617
16 181.33417 0.062007904052734375
16 66.37754 0.06034350395202637
16 610.6871 0.06368875503540039
16 120.62002 0.06105208396911621
